1.1,2.3552, Mbit/s
1.2,0, Mbit/s
1.3,0, Mbit/s
1.4,0, Mbit/s
1.5,0.11776, Mbit/s
1.6,0, Mbit/s
1.7,0, Mbit/s
1.8,0, Mbit/s
1.9,0.11776, Mbit/s
2,0, Mbit/s
2.1,0, Mbit/s
2.2,0, Mbit/s
2.3,0.11776, Mbit/s
2.4,0, Mbit/s
2.5,0, Mbit/s
2.6,0, Mbit/s
2.7,0.11776, Mbit/s
2.8,0, Mbit/s
2.9,0, Mbit/s
3,0, Mbit/s
3.1,0.11776, Mbit/s
3.2,0, Mbit/s
3.3,0, Mbit/s
3.4,0, Mbit/s
3.5,0.11776, Mbit/s
3.6,0, Mbit/s
3.7,0, Mbit/s
3.8,0, Mbit/s
3.9,0.11776, Mbit/s
4,0, Mbit/s
4.1,0, Mbit/s
4.2,0, Mbit/s
4.3,0.11776, Mbit/s
4.4,0, Mbit/s
4.5,0, Mbit/s
4.6,0, Mbit/s
4.7,0, Mbit/s
4.8,0.11776, Mbit/s
4.9,0, Mbit/s
5,0, Mbit/s
5.1,0, Mbit/s
5.2,0.11776, Mbit/s
5.3,0, Mbit/s
5.4,0, Mbit/s
5.5,0, Mbit/s
5.6,0, Mbit/s
5.7,0.11776, Mbit/s
5.8,0, Mbit/s
5.9,0, Mbit/s
6,0, Mbit/s
6.1,0, Mbit/s
6.2,0.11776, Mbit/s
6.3,0, Mbit/s
6.4,0, Mbit/s
6.5,0, Mbit/s
6.6,0, Mbit/s
6.7,0.11776, Mbit/s
6.8,0, Mbit/s
6.9,0, Mbit/s
7,0, Mbit/s
7.1,0, Mbit/s
7.2,0.11776, Mbit/s
7.3,0, Mbit/s
7.4,0, Mbit/s
7.5,0, Mbit/s
7.6,0, Mbit/s
7.7,0.11776, Mbit/s
7.8,0, Mbit/s
7.9,0, Mbit/s
8,0, Mbit/s
8.1,0, Mbit/s
8.2,0.11776, Mbit/s
8.3,0, Mbit/s
8.4,0, Mbit/s
8.5,0, Mbit/s
8.6,0, Mbit/s
8.7,0.11776, Mbit/s
8.8,0, Mbit/s
8.9,0, Mbit/s
9,0, Mbit/s
9.1,0.11776, Mbit/s
9.2,0, Mbit/s
9.3,0, Mbit/s
9.4,0, Mbit/s
9.5,0, Mbit/s
9.6,0.11776, Mbit/s
9.7,0, Mbit/s
9.8,0, Mbit/s
9.9,0, Mbit/s
10,0, Mbit/s
10.1,0.11776, Mbit/s
10.2,0, Mbit/s
10.3,0, Mbit/s
10.4,0, Mbit/s
10.5,0, Mbit/s
10.6,0.11776, Mbit/s
10.7,0, Mbit/s
10.8,0, Mbit/s
10.9,0, Mbit/s
11,0, Mbit/s
11.1,0, Mbit/s
11.2,0.11776, Mbit/s
11.3,0, Mbit/s
11.4,0, Mbit/s
11.5,0, Mbit/s
11.6,0, Mbit/s
11.7,0.11776, Mbit/s
11.8,0, Mbit/s
11.9,0, Mbit/s
12,0, Mbit/s
12.1,0, Mbit/s
12.2,0, Mbit/s
12.3,0, Mbit/s
12.4,0.11776, Mbit/s
12.5,0, Mbit/s
12.6,0, Mbit/s
12.7,0, Mbit/s
12.8,0, Mbit/s
12.9,0, Mbit/s
13,0, Mbit/s
13.1,0.11776, Mbit/s
13.2,0, Mbit/s
13.3,0, Mbit/s
13.4,0, Mbit/s
13.5,0, Mbit/s
13.6,0, Mbit/s
13.7,0, Mbit/s
13.8,0.11776, Mbit/s
13.9,0, Mbit/s
14,0, Mbit/s
14.1,0, Mbit/s
14.2,0, Mbit/s
14.3,0, Mbit/s
14.4,0, Mbit/s
14.5,0.11776, Mbit/s
14.6,0, Mbit/s
14.7,0, Mbit/s
14.8,0, Mbit/s
14.9,0, Mbit/s
15,0, Mbit/s
15.1,0.11776, Mbit/s
15.2,0, Mbit/s
15.3,0, Mbit/s
15.4,0, Mbit/s
15.5,0, Mbit/s
15.6,0, Mbit/s
15.7,0, Mbit/s
15.8,0.11776, Mbit/s
15.9,0, Mbit/s
16,0, Mbit/s
16.1,0, Mbit/s
16.2,0, Mbit/s
16.3,0, Mbit/s
16.4,0, Mbit/s
16.5,0.11776, Mbit/s
16.6,0, Mbit/s
16.7,0, Mbit/s
16.8,0, Mbit/s
16.9,0, Mbit/s
17,0, Mbit/s
17.1,0, Mbit/s
17.2,0.11776, Mbit/s
17.3,0, Mbit/s
17.4,0, Mbit/s
17.5,0, Mbit/s
17.6,0, Mbit/s
17.7,0, Mbit/s
17.8,0, Mbit/s
17.9,0.11776, Mbit/s
18,0, Mbit/s
18.1,0, Mbit/s
18.2,0, Mbit/s
18.3,0, Mbit/s
18.4,0, Mbit/s
18.5,0, Mbit/s
18.6,0.11776, Mbit/s
18.7,0, Mbit/s
18.8,0, Mbit/s
18.9,0, Mbit/s
19,0, Mbit/s
19.1,0, Mbit/s
19.2,0, Mbit/s
19.3,0, Mbit/s
19.4,0, Mbit/s
19.5,0.11776, Mbit/s
19.6,0, Mbit/s
19.7,0, Mbit/s
19.8,0, Mbit/s
19.9,0, Mbit/s
20,0, Mbit/s
20.1,0, Mbit/s
20.2,0, Mbit/s
20.3,0, Mbit/s
20.4,0.11776, Mbit/s
20.5,0, Mbit/s
20.6,0, Mbit/s
20.7,0, Mbit/s
20.8,0, Mbit/s
20.9,0, Mbit/s
21,0, Mbit/s
21.1,0, Mbit/s
21.2,0, Mbit/s
21.3,0.11776, Mbit/s
21.4,0, Mbit/s
21.5,0, Mbit/s
21.6,0, Mbit/s
21.7,0, Mbit/s
21.8,0, Mbit/s
21.9,0, Mbit/s
22,0, Mbit/s
22.1,0.11776, Mbit/s
22.2,0, Mbit/s
22.3,0, Mbit/s
22.4,0, Mbit/s
22.5,0, Mbit/s
22.6,0, Mbit/s
22.7,0, Mbit/s
22.8,0, Mbit/s
22.9,0, Mbit/s
23,0.11776, Mbit/s
23.1,0, Mbit/s
23.2,0, Mbit/s
23.3,0, Mbit/s
23.4,0, Mbit/s
23.5,0, Mbit/s
23.6,0, Mbit/s
23.7,0, Mbit/s
23.8,0, Mbit/s
23.9,0.11776, Mbit/s
24,0, Mbit/s
24.1,0, Mbit/s
24.2,0, Mbit/s
24.3,0, Mbit/s
24.4,0, Mbit/s
24.5,0, Mbit/s
24.6,0, Mbit/s
24.7,0, Mbit/s
24.8,0.11776, Mbit/s
24.9,0, Mbit/s
25,0, Mbit/s
25.1,0, Mbit/s
25.2,0, Mbit/s
25.3,0, Mbit/s
25.4,0, Mbit/s
25.5,0, Mbit/s
25.6,0, Mbit/s
25.7,0.11776, Mbit/s
25.8,0, Mbit/s
25.9,0, Mbit/s
26,0, Mbit/s
26.1,0, Mbit/s
26.2,0, Mbit/s
26.3,0, Mbit/s
26.4,0, Mbit/s
26.5,0, Mbit/s
26.6,0.11776, Mbit/s
26.7,0, Mbit/s
26.8,0, Mbit/s
26.9,0, Mbit/s
27,0, Mbit/s
27.1,0, Mbit/s
27.2,0, Mbit/s
27.3,0, Mbit/s
27.4,0, Mbit/s
27.5,0.11776, Mbit/s
27.6,0, Mbit/s
27.7,0, Mbit/s
27.8,0, Mbit/s
27.9,0, Mbit/s
28,0, Mbit/s
28.1,0, Mbit/s
28.2,0, Mbit/s
28.3,0, Mbit/s
28.4,0.11776, Mbit/s
28.5,0, Mbit/s
28.6,0, Mbit/s
28.7,0, Mbit/s
28.8,0, Mbit/s
28.9,0, Mbit/s
29,0, Mbit/s
29.1,0, Mbit/s
29.2,0.11776, Mbit/s
29.3,0, Mbit/s
